,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,products_per_dependent,trans_amt_per_dependent,trans_ct_per_dependent,trans_amt_per_products,trans_ct_per_products,avg_trans_amt,credit_util_rate,proportion_inactive_months,products_per_tenure,products_per_contacts,dependents_per_contacts,trans_ct_per_contacts,products_per_inactivity,dependents_per_inactivity,trans_ct_per_inactivity,trans_amt_per_credit_limit,age_per_tenure,trans_ct_per_tenure,trans_amt_per_tenure,total_spending,inactivity_contacts,education_income_levels,churn_flag
5021,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,36,4,1,2,2572.0,1093,1479.0,0.615,5038,86,0.83,0.425,1.3333334,1679.3334,28.666666,1259.5,21.5,58.581394,0.42496112,0.027777778,0.11111111,2.0,1.5,43.0,4.0,3.0,86.0,1.958787,1.3055556,2.3888888,139.94444,6131,3,4,0
5022,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,43,5,1,4,3110.0,2378,732.0,0.974,3395,75,0.829,0.765,5.0,3395.0,75.0,679.0,15.0,45.266666,0.7646302,0.023255814,0.11627907,1.25,0.25,18.75,5.0,1.0,75.0,1.0916399,1.3023256,1.744186,78.95349,5773,5,2,0
5023,41,M,4,Graduate,Married,$60K - $80K,Blue,36,5,3,2,1734.0,857,877.0,0.752,4741,84,0.714,0.494,1.25,1185.25,21.0,948.2,16.8,56.440475,0.49423298,0.083333336,0.1388889,2.5,2.0,42.0,1.6666666,1.3333334,28.0,2.7341406,1.1388888,2.3333333,131.69444,5598,5,3,0
5024,46,F,5,High School,Married,Less than $40K,Blue,36,5,3,0,3562.0,0,3562.0,0.753,4198,77,0.75,0.0,1.0,839.6,15.4,839.6,15.4,54.51948,0.0,0.083333336,0.1388889,0.0,0.0,0.0,1.6666666,1.6666666,25.666666,1.1785513,1.2777778,2.1388888,116.611115,4198,3,0,0
5025,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,1536.0,0.571,1973,36,0.333,0.0,4.0,1973.0,36.0,493.25,9.0,54.805557,0.0,0.055555556,0.11111111,1.0,0.25,9.0,2.0,0.5,18.0,1.2845052,1.1944444,1.0,54.805557,1973,6,1,1
5026,39,M,4,High School,Married,$60K - $80K,Blue,32,4,2,2,19198.0,2218,16980.0,0.802,4423,90,0.667,0.116,1.0,1105.75,22.5,1105.75,22.5,49.144444,0.11553287,0.0625,0.125,2.0,2.0,45.0,2.0,2.0,45.0,0.23038858,1.21875,2.8125,138.21875,6641,4,2,0
5027,42,F,3,High School,Married,Less than $40K,Blue,37,3,3,3,4540.0,2517,2023.0,0.89,4804,66,0.737,0.554,1.0,1601.3334,22.0,1601.3334,22.0,72.78788,0.5544053,0.08108108,0.08108108,1.0,1.0,22.0,1.0,1.0,22.0,1.0581498,1.1351352,1.7837838,129.83784,7321,6,0,0
5028,45,F,5,Graduate,Divorced,Less than $40K,Blue,26,3,5,2,1438.3,1226,212.3,0.638,3889,60,0.818,0.852,0.6,777.8,12.0,1296.3334,20.0,64.816666,0.8523952,0.1923077,0.115384616,1.5,2.5,30.0,0.6,1.0,12.0,2.7038865,1.7307693,2.3076923,149.57692,5115,7,1,0
5029,54,F,4,Graduate,Single,Less than $40K,Blue,45,6,2,2,1990.0,1747,243.0,0.924,5216,87,0.891,0.878,1.5,1304.0,21.75,869.3333,14.5,59.95402,0.87788945,0.044444446,0.13333334,3.0,2.0,43.5,3.0,2.0,43.5,2.6211054,1.2,1.9333333,115.91111,6963,4,1,0
5030,59,M,0,High School,Single,$120K +,Blue,36,4,3,3,3422.0,1039,2383.0,0.475,3337,65,0.512,0.304,0.0,0.0,0.0,834.25,16.25,51.338463,0.30362362,0.083333336,0.11111111,1.3333334,0.0,21.666666,1.3333334,0.0,21.666666,0.9751607,1.6388888,1.8055556,92.69444,4376,6,4,0
5031,45,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,6,3,1,2192.0,1464,728.0,0.66,4905,89,0.978,0.668,1.5,1226.25,22.25,817.5,14.833333,55.11236,0.6678832,0.083333336,0.16666667,6.0,4.0,89.0,2.0,1.3333334,29.666666,2.2376826,1.25,2.4722223,136.25,6369,4,2,0
5032,43,F,2,Graduate,Married,Less than $40K,Blue,33,4,2,2,5152.0,1713,3439.0,0.746,3919,57,1.036,0.332,2.0,1959.5,28.5,979.75,14.25,68.75439,0.33249223,0.060606062,0.121212125,2.0,1.0,28.5,2.0,1.0,28.5,0.7606755,1.3030303,1.7272727,118.757576,5632,4,1,0
5033,41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,2,1,2515.0,1767,748.0,0.665,4388,67,0.675,0.703,1.5,1097.0,16.75,731.3333,11.166667,65.49254,0.7025845,0.06451613,0.19354838,6.0,4.0,67.0,3.0,2.0,33.5,1.7447317,1.3225807,2.1612904,141.54839,6155,3,2,0
5034,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094.0,0,2094.0,0.897,2690,46,0.484,0.0,0.0,0.0,0.0,896.6667,15.333333,58.47826,0.0,0.06818182,0.06818182,1.5,0.0,23.0,1.0,0.0,15.333333,1.2846228,1.1136364,1.0454545,61.136364,2690,5,0,1
5035,48,F,3,Uneducated,Single,$40K - $60K,Blue,36,5,3,3,1906.0,1259,647.0,0.932,4634,54,0.862,0.661,1.6666666,1544.6666,18.0,926.8,10.8,85.81481,0.66054565,0.083333336,0.1388889,1.6666666,1.0,18.0,1.6666666,1.0,18.0,2.4312696,1.3333334,1.5,128.72223,5893,6,1,0
5036,42,M,5,Graduate,Married,$60K - $80K,Blue,22,6,2,4,5096.0,0,5096.0,0.808,2574,43,0.483,0.0,1.2,514.8,8.6,429.0,7.1666665,59.860466,0.0,0.09090909,0.27272728,1.5,1.25,10.75,3.0,2.5,21.5,0.50510204,1.9090909,1.9545455,117.0,2574,6,3,1
5037,39,M,1,High School,Unknown,$40K - $60K,Blue,28,5,2,4,2222.0,0,2222.0,0.843,4792,62,0.722,0.0,5.0,4792.0,62.0,958.4,12.4,77.29032,0.0,0.071428575,0.17857143,1.25,0.25,15.5,2.5,0.5,31.0,2.1566157,1.3928572,2.2142856,171.14285,4792,6,1,0
5038,42,F,3,Graduate,Unknown,$40K - $60K,Blue,36,3,2,2,3015.0,0,3015.0,0.927,4277,80,0.951,0.0,1.0,1425.6666,26.666666,1425.6666,26.666666,53.4625,0.0,0.055555556,0.083333336,1.5,1.5,40.0,1.5,1.5,40.0,1.4185739,1.1666666,2.2222223,118.80556,4277,4,2,0
5039,48,M,3,Uneducated,Single,$40K - $60K,Blue,36,6,3,2,3786.0,0,3786.0,0.715,3403,70,0.489,0.0,2.0,1134.3334,23.333334,567.1667,11.666667,48.614285,0.0,0.083333336,0.16666667,3.0,1.5,35.0,2.0,1.0,23.333334,0.8988378,1.3333334,1.9444444,94.52778,3403,5,1,0
5040,39,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,12078.0,1687,10391.0,0.482,2384,52,1.167,0.14,1.6666666,794.6667,17.333334,476.8,10.4,45.846153,0.13967544,0.029411765,0.14705883,2.5,1.5,26.0,5.0,3.0,52.0,0.19738367,1.1470588,1.5294118,70.117645,4071,3,1,0
5041,48,F,3,College,Single,Less than $40K,Blue,38,3,3,3,6448.0,1087,5361.0,0.868,4990,85,0.667,0.169,1.0,1663.3334,28.333334,1663.3334,28.333334,58.705883,0.1685794,0.078947365,0.078947365,1.0,1.0,28.333334,1.0,1.0,28.333334,0.7738834,1.2631578,2.2368422,131.3158,6077,6,0,0
5042,47,F,3,Graduate,Single,Less than $40K,Blue,35,1,3,3,5398.0,0,5398.0,0.621,1887,36,0.333,0.0,0.33333334,629.0,12.0,1887.0,36.0,52.416668,0.0,0.08571429,0.028571429,0.33333334,1.0,12.0,0.33333334,1.0,12.0,0.3495739,1.3428571,1.0285715,53.914288,1887,6,1,1
5043,59,F,2,Uneducated,Married,Less than $40K,Blue,51,5,5,4,1438.3,0,1438.3,0.656,2146,44,0.63,0.0,2.5,1073.0,22.0,429.2,8.8,48.772728,0.0,0.09803922,0.09803922,1.25,0.5,11.0,1.0,0.4,8.8,1.4920392,1.1568627,0.8627451,42.07843,2146,9,0,1
5044,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0.0,0.0,0.0,0.0,842.3333,16.333334,51.57143,0.0,0.13333334,0.2,0.5,0.0,8.166667,1.5,0.0,24.5,1.7569352,2.2,3.2666667,168.46666,2527,8,1,1
5045,48,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,2,2620.0,2081,539.0,0.99,4867,67,0.763,0.794,1.0,1216.75,16.75,1216.75,16.75,72.64179,0.7942748,0.083333336,0.11111111,2.0,2.0,33.5,1.3333334,1.3333334,22.333334,1.8576336,1.3333334,1.8611112,135.19444,6948,5,1,0
5046,49,M,2,Uneducated,Married,$60K - $80K,Blue,35,3,3,3,13435.0,0,13435.0,0.747,3575,56,1.154,0.0,1.5,1787.5,28.0,1191.6666,18.666666,63.839287,0.0,0.08571429,0.08571429,1.0,0.6666667,18.666666,1.0,0.6666667,18.666666,0.26609603,1.4,1.6,102.14286,3575,6,2,0
5047,43,F,3,Doctorate,Married,Less than $40K,Blue,29,4,2,3,3186.0,2517,669.0,0.59,4197,84,0.909,0.79,1.3333334,1399.0,28.0,1049.25,21.0,49.964287,0.79001886,0.06896552,0.13793103,1.3333334,1.0,28.0,2.0,1.5,42.0,1.3173258,1.4827586,2.8965516,144.72414,6714,5,2,0
5048,42,F,4,Graduate,Married,$40K - $60K,Blue,27,3,1,1,1950.0,1062,888.0,0.48,3873,76,0.854,0.545,0.75,968.25,19.0,1291.0,25.333334,50.960526,0.5446154,0.037037037,0.11111111,3.0,4.0,76.0,3.0,4.0,76.0,1.9861538,1.5555556,2.8148148,143.44444,4935,2,2,0
5049,63,M,0,Doctorate,Single,Less than $40K,Blue,54,5,2,0,7098.0,2224,4874.0,0.864,3465,59,0.788,0.313,0.0,0.0,0.0,693.0,11.8,58.728813,0.3133277,0.037037037,0.09259259,0.0,0.0,0.0,2.5,0.0,29.5,0.48816568,1.1666666,1.0925926,64.166664,5689,2,2,0
5050,42,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,2250.0,1788,462.0,0.523,4908,71,1.152,0.795,2.0,2454.0,35.5,1227.0,17.75,69.12676,0.79466665,0.054054055,0.10810811,4.0,2.0,71.0,2.0,1.0,35.5,2.1813333,1.1351352,1.918919,132.64865,6696,3,1,0
5051,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516.0,2038,32478.0,1.007,4067,75,1.206,0.059,1.2,813.4,15.0,677.8333,12.5,54.226665,0.05904508,0.027777778,0.16666667,1.5,1.25,18.75,6.0,5.0,75.0,0.11782941,1.25,2.0833333,112.97222,6105,5,6,0
5052,58,F,1,Doctorate,Married,Less than $40K,Blue,47,5,3,4,2495.0,2061,434.0,0.849,4399,70,0.707,0.826,5.0,4399.0,70.0,879.8,14.0,62.842857,0.8260521,0.06382979,0.10638298,1.25,0.25,17.5,1.6666666,0.33333334,23.333334,1.7631263,1.2340425,1.4893616,93.59574,6460,7,2,0
5053,39,F,2,High School,Married,Less than $40K,Blue,32,5,3,1,3086.0,2213,873.0,0.695,4684,81,0.8,0.717,2.5,2342.0,40.5,936.8,16.2,57.82716,0.7171095,0.09375,0.15625,5.0,2.0,81.0,1.6666666,0.6666667,27.0,1.5178224,1.21875,2.53125,146.375,6897,4,0,0
5054,53,F,2,Graduate,Married,Less than $40K,Blue,49,4,2,4,1520.0,0,1520.0,0.566,4256,73,0.622,0.0,2.0,2128.0,36.5,1064.0,18.25,58.30137,0.0,0.040816326,0.08163265,1.0,0.5,18.25,2.0,1.0,36.5,2.8,1.0816326,1.4897959,86.85714,4256,6,1,0
5055,38,M,2,Uneducated,Single,$120K +,Blue,30,6,3,4,4043.0,2517,1526.0,0.602,2600,47,0.621,0.623,3.0,1300.0,23.5,433.33334,7.8333335,55.31915,0.6225575,0.1,0.2,1.5,0.5,11.75,2.0,0.6666667,15.666667,0.6430868,1.2666667,1.5666667,86.666664,5117,7,4,1
5056,65,M,1,High School,Single,Less than $40K,Blue,54,3,1,3,4599.0,1438,3161.0,0.832,4208,69,0.865,0.313,3.0,4208.0,69.0,1402.6666,23.0,60.985508,0.31267667,0.018518519,0.055555556,1.0,0.33333334,23.0,3.0,1.0,69.0,0.91498154,1.2037038,1.2777778,77.92593,5646,4,0,0
5057,38,F,4,Graduate,Married,Less than $40K,Blue,26,3,2,2,1438.3,0,1438.3,0.777,2264,39,0.625,0.0,0.75,566.0,9.75,754.6667,13.0,58.05128,0.0,0.07692308,0.115384616,1.5,2.0,19.5,1.5,2.0,19.5,1.5740805,1.4615384,1.5,87.07692,2264,4,1,1
5058,55,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,3,3,7869.0,1251,6618.0,0.722,4314,83,0.729,0.159,1.3333334,1438.0,27.666666,1078.5,20.75,51.975903,0.15897827,0.083333336,0.11111111,1.3333334,1.0,27.666666,1.3333334,1.0,27.666666,0.5482272,1.5277778,2.3055556,119.833336,5565,6,1,0
5059,60,F,1,Graduate,Unknown,$40K - $60K,Blue,48,3,3,4,5362.0,2057,3305.0,0.763,4205,83,0.766,0.384,3.0,4205.0,83.0,1401.6666,27.666666,50.66265,0.3836255,0.0625,0.0625,0.75,0.25,20.75,1.0,0.33333334,27.666666,0.7842223,1.25,1.7291666,87.604164,6262,7,2,0
5060,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,53,4,2,1,16541.0,1428,15113.0,0.846,4352,82,0.907,0.086,0.0,0.0,0.0,1088.0,20.5,53.07317,0.086330935,0.03773585,0.0754717,4.0,0.0,82.0,2.0,0.0,41.0,0.2631038,1.1320754,1.5471698,82.113205,5780,3,3,0
5061,45,F,2,Uneducated,Single,Less than $40K,Blue,38,3,2,1,7486.0,1758,5728.0,0.613,4604,70,0.707,0.235,1.5,2302.0,35.0,1534.6666,23.333334,65.77143,0.23483837,0.05263158,0.078947365,3.0,2.0,70.0,1.5,1.0,35.0,0.6150147,1.1842105,1.8421053,121.1579,6362,3,0,0
5062,42,F,5,Uneducated,Single,Less than $40K,Blue,36,6,3,1,1438.3,0,1438.3,0.813,4653,78,0.95,0.0,1.2,930.6,15.6,775.5,13.0,59.653847,0.0,0.083333336,0.16666667,6.0,5.0,78.0,2.0,1.6666666,26.0,3.2350693,1.1666666,2.1666667,129.25,4653,4,0,0
5063,51,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,1,8365.0,1504,6861.0,0.679,4778,88,0.956,0.18,1.5,2389.0,44.0,1592.6666,29.333334,54.295456,0.17979677,0.09375,0.09375,3.0,2.0,88.0,1.0,0.6666667,29.333334,0.57118946,1.59375,2.75,149.3125,6282,4,1,0
5064,56,F,1,College,Single,Less than $40K,Blue,43,3,2,2,2846.0,0,2846.0,0.747,2122,44,0.419,0.0,3.0,2122.0,44.0,707.3333,14.666667,48.227272,0.0,0.046511628,0.069767445,1.5,0.5,22.0,1.5,0.5,22.0,0.74560785,1.3023256,1.0232558,49.34884,2122,4,0,1
5065,49,F,4,Doctorate,Single,Less than $40K,Blue,42,5,1,4,7789.0,957,6832.0,0.724,3412,70,0.842,0.123,1.25,853.0,17.5,682.4,14.0,48.74286,0.12286558,0.023809524,0.11904762,1.25,1.0,17.5,5.0,4.0,70.0,0.43805367,1.1666666,1.6666666,81.2381,4369,5,2,0
5066,44,F,4,Uneducated,Single,Less than $40K,Blue,32,6,3,4,1438.3,170,1268.3,0.889,2527,45,0.406,0.118,1.5,631.75,11.25,421.16666,7.5,56.155556,0.118195094,0.09375,0.1875,1.5,1.0,11.25,2.0,1.3333334,15.0,1.7569352,1.375,1.40625,78.96875,2697,7,0,1
5067,48,F,2,College,Married,Less than $40K,Blue,37,5,2,4,2220.0,0,2220.0,0.737,2456,45,0.452,0.0,2.5,1228.0,22.5,491.2,9.0,54.577778,0.0,0.054054055,0.13513513,1.25,0.5,11.25,2.5,1.0,22.5,1.1063063,1.2972972,1.2162162,66.37838,2456,6,0,1
5068,48,M,3,Graduate,Married,$120K +,Blue,43,5,3,0,6626.0,1558,5068.0,1.02,2838,49,1.333,0.235,1.6666666,946.0,16.333334,567.6,9.8,57.918365,0.23513432,0.069767445,0.11627907,0.0,0.0,0.0,1.6666666,1.0,16.333334,0.42831272,1.1162791,1.1395348,66.0,4396,3,5,0
5069,46,F,2,Graduate,Married,Less than $40K,Blue,36,6,2,1,5547.0,0,5547.0,0.85,4585,79,0.795,0.0,3.0,2292.5,39.5,764.1667,13.166667,58.037975,0.0,0.055555556,0.16666667,6.0,2.0,79.0,3.0,1.0,39.5,0.8265729,1.2777778,2.1944444,127.361115,4585,3,1,0
5070,37,F,2,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,1734.0,987,747.0,0.879,4727,67,0.914,0.569,2.0,2363.5,33.5,1181.75,16.75,70.55224,0.56920415,0.083333336,0.11111111,1.3333334,0.6666667,22.333334,1.3333334,0.6666667,22.333334,2.7260668,1.0277778,1.8611112,131.30556,5714,6,1,0
5071,41,F,4,Graduate,Married,Less than $40K,Blue,31,4,3,4,2934.0,933,2001.0,0.898,4253,66,0.737,0.318,1.0,1063.25,16.5,1063.25,16.5,64.43939,0.3179959,0.09677419,0.12903225,1.0,1.0,16.5,1.3333334,1.3333334,22.0,1.449557,1.3225807,2.1290324,137.19354,5186,7,1,0
5072,44,M,4,High School,Married,$120K +,Blue,33,4,1,4,14527.0,2070,12457.0,0.525,3965,58,0.568,0.142,1.0,991.25,14.5,991.25,14.5,68.36207,0.1424933,0.030303031,0.121212125,1.0,1.0,14.5,4.0,4.0,58.0,0.27294004,1.3333334,1.7575758,120.15151,6035,5,4,0
5073,48,F,4,Uneducated,Single,Less than $40K,Blue,37,6,3,4,2646.0,872,1774.0,0.865,4246,80,0.739,0.33,1.5,1061.5,20.0,707.6667,13.333333,53.075,0.32955405,0.08108108,0.16216215,1.5,1.0,20.0,2.0,1.3333334,26.666666,1.6046863,1.2972972,2.162162,114.75676,5118,7,0,0
5074,47,M,3,College,Single,$80K - $120K,Blue,38,5,3,3,8185.0,1556,6629.0,0.806,4527,83,0.93,0.19,1.6666666,1509.0,27.666666,905.4,16.6,54.542168,0.19010384,0.078947365,0.13157895,1.6666666,1.0,27.666666,1.6666666,1.0,27.666666,0.5530849,1.2368422,2.1842105,119.13158,6083,6,3,0
5075,46,M,5,High School,Single,$40K - $60K,Blue,37,3,2,3,6340.0,1985,4355.0,0.403,3536,61,0.419,0.313,0.6,707.2,12.2,1178.6666,20.333334,57.967213,0.3130915,0.054054055,0.08108108,1.0,1.6666666,20.333334,1.5,2.5,30.5,0.5577287,1.2432432,1.6486486,95.567566,5521,5,1,0
5076,62,M,1,Graduate,Single,$80K - $120K,Blue,51,6,2,3,5711.0,0,5711.0,0.583,4320,72,0.674,0.0,6.0,4320.0,72.0,720.0,12.0,60.0,0.0,0.039215688,0.11764706,2.0,0.33333334,24.0,3.0,0.5,36.0,0.756435,1.2156863,1.4117647,84.70588,4320,5,4,0
5077,46,F,3,Doctorate,Single,Less than $40K,Blue,34,4,3,4,2258.0,1600,658.0,0.607,4275,76,0.551,0.709,1.3333334,1425.0,25.333334,1068.75,19.0,56.25,0.7085917,0.0882353,0.11764706,1.0,0.75,19.0,1.3333334,1.0,25.333334,1.8932683,1.3529412,2.235294,125.73529,5875,7,2,0
5078,43,F,2,Uneducated,Divorced,Less than $40K,Blue,25,5,2,4,2086.0,2007,79.0,1.051,2537,48,0.6,0.962,2.5,1268.5,24.0,507.4,9.6,52.854168,0.96212846,0.08,0.2,1.25,0.5,12.0,2.5,1.0,24.0,1.2162032,1.72,1.92,101.48,4544,6,0,1
5079,44,F,3,College,Married,$40K - $60K,Blue,34,3,1,2,3256.0,1013,2243.0,0.988,5079,81,0.841,0.311,1.0,1693.0,27.0,1693.0,27.0,62.703705,0.31111795,0.029411765,0.0882353,1.5,1.5,40.5,3.0,3.0,81.0,1.5598894,1.2941177,2.3823528,149.38235,6092,3,1,0
5080,50,M,3,High School,Married,$60K - $80K,Blue,35,3,3,2,14854.0,2136,12718.0,0.568,3659,68,0.581,0.144,1.0,1219.6666,22.666666,1219.6666,22.666666,53.808823,0.14379965,0.08571429,0.08571429,1.5,1.5,34.0,1.0,1.0,22.666666,0.24633096,1.4285715,1.9428571,104.542854,5795,5,2,0
5081,49,M,4,College,Divorced,$120K +,Blue,41,3,1,1,7184.0,1207,5977.0,0.657,3244,58,1.0,0.168,0.75,811.0,14.5,1081.3334,19.333334,55.931034,0.16801225,0.024390243,0.07317073,3.0,4.0,58.0,3.0,4.0,58.0,0.451559,1.195122,1.4146341,79.12195,4451,2,4,0
5082,48,M,3,Graduate,Unknown,$40K - $60K,Blue,37,3,2,4,6541.0,1119,5422.0,0.496,3902,63,0.432,0.171,1.0,1300.6666,21.0,1300.6666,21.0,61.93651,0.17107476,0.054054055,0.08108108,0.75,0.75,15.75,1.5,1.5,31.5,0.59654486,1.2972972,1.7027028,105.45946,5021,6,2,0
5083,62,M,0,Uneducated,Single,$40K - $60K,Blue,52,6,1,2,9065.0,641,8424.0,0.788,4693,83,0.627,0.071,0.0,0.0,0.0,782.1667,13.833333,56.542168,0.07071153,0.01923077,0.115384616,3.0,0.0,41.5,6.0,0.0,83.0,0.51770544,1.1923077,1.5961539,90.25,5334,3,1,0
5084,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,2,1,3,3682.0,2517,1165.0,0.379,1642,35,0.25,0.684,1.0,821.0,17.5,821.0,17.5,46.914288,0.6835959,0.02,0.04,0.6666667,0.6666667,11.666667,2.0,2.0,35.0,0.44595328,1.08,0.7,32.84,4159,4,1,1
5085,56,F,2,Doctorate,Married,Less than $40K,Blue,51,4,6,5,1438.3,0,1438.3,0.699,2229,40,0.6,0.0,2.0,1114.5,20.0,557.25,10.0,55.725,0.0,0.11764706,0.078431375,0.8,0.4,8.0,0.6666667,0.33333334,6.6666665,1.5497463,1.0980393,0.78431374,43.705883,2229,11,2,1
5086,46,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,4,2286.0,0,2286.0,1.057,2798,40,0.481,0.0,1.0,699.5,10.0,699.5,10.0,69.95,0.0,0.083333336,0.11111111,1.0,1.0,10.0,1.3333334,1.3333334,13.333333,1.223972,1.2777778,1.1111112,77.72222,2798,7,1,1
5087,57,M,3,High School,Single,$80K - $120K,Blue,38,4,3,1,12663.0,1028,11635.0,0.791,3297,54,0.688,0.081,1.3333334,1099.0,18.0,824.25,13.5,61.055557,0.08118139,0.078947365,0.10526316,4.0,3.0,54.0,1.3333334,1.0,18.0,0.26036483,1.5,1.4210526,86.76316,4325,4,3,0
5088,48,F,2,College,Single,Less than $40K,Blue,35,3,3,1,1438.3,816,622.3,0.842,4777,69,0.917,0.567,1.5,2388.5,34.5,1592.3334,23.0,69.23189,0.56733644,0.08571429,0.08571429,3.0,2.0,69.0,1.0,0.6666667,23.0,3.3212821,1.3714286,1.9714285,136.48572,5593,4,0,0
5089,39,F,5,Graduate,Single,Less than $40K,Blue,33,5,2,2,1438.3,668,770.3,0.931,5205,78,0.773,0.464,1.0,1041.0,15.6,1041.0,15.6,66.73077,0.4644372,0.060606062,0.15151516,2.5,2.5,39.0,2.5,2.5,39.0,3.6188555,1.1818181,2.3636363,157.72728,5873,4,1,0
5090,45,F,3,High School,Married,Less than $40K,Blue,34,4,2,1,5056.0,0,5056.0,0.905,4428,78,0.696,0.0,1.3333334,1476.0,26.0,1107.0,19.5,56.76923,0.0,0.05882353,0.11764706,4.0,3.0,78.0,2.0,1.5,39.0,0.87579113,1.3235294,2.2941177,130.23529,4428,3,0,0
5091,53,F,0,Graduate,Single,Less than $40K,Blue,40,4,1,4,1438.3,0,1438.3,0.503,2014,53,0.472,0.0,0.0,0.0,0.0,503.5,13.25,38.0,0.0,0.025,0.1,1.0,0.0,13.25,4.0,0.0,53.0,1.4002641,1.325,1.325,50.35,2014,5,1,1
5092,26,M,0,Graduate,Married,$120K +,Blue,17,4,2,1,30928.0,2005,28923.0,0.52,3863,72,0.756,0.065,0.0,0.0,0.0,965.75,18.0,53.65278,0.064827986,0.11764706,0.23529412,4.0,0.0,72.0,2.0,0.0,36.0,0.124903,1.5294118,4.2352943,227.23529,5868,3,5,0
5093,40,M,3,Graduate,Married,$80K - $120K,Blue,21,3,2,0,1804.0,1040,764.0,1.002,5308,78,0.773,0.576,1.0,1769.3334,26.0,1769.3334,26.0,68.051285,0.57649666,0.0952381,0.14285715,0.0,0.0,0.0,1.5,1.5,39.0,2.9423504,1.9047619,3.7142856,252.7619,6348,2,4,0
5094,43,M,2,College,Married,$80K - $120K,Blue,24,6,1,4,1669.0,0,1669.0,0.698,3591,59,0.788,0.0,3.0,1795.5,29.5,598.5,9.833333,60.864407,0.0,0.041666668,0.25,1.5,0.5,14.75,6.0,2.0,59.0,2.1515877,1.7916666,2.4583333,149.625,3591,5,3,0
5095,33,F,2,High School,Divorced,Less than $40K,Blue,15,3,3,4,9725.0,0,9725.0,0.75,4062,65,0.711,0.0,1.5,2031.0,32.5,1354.0,21.666666,62.49231,0.0,0.2,0.2,0.75,0.5,16.25,1.0,0.6666667,21.666666,0.41768637,2.2,4.3333335,270.8,4062,7,0,0
5096,45,M,1,Uneducated,Single,$60K - $80K,Blue,35,5,3,2,21696.0,1036,20660.0,0.965,3354,76,0.854,0.048,5.0,3354.0,76.0,670.8,15.2,44.13158,0.047750738,0.08571429,0.14285715,2.5,0.5,38.0,1.6666666,0.33333334,25.333334,0.15459071,1.2857143,2.1714287,95.828575,4390,5,2,0
5097,49,F,2,High School,Married,Less than $40K,Blue,39,5,3,1,2992.0,1845,1147.0,0.707,4339,84,0.75,0.617,2.5,2169.5,42.0,867.8,16.8,51.654762,0.6166444,0.07692308,0.12820514,5.0,2.0,84.0,1.6666666,0.6666667,28.0,1.4502006,1.2564102,2.1538463,111.25641,6184,4,0,0
5098,38,F,1,Doctorate,Single,Less than $40K,Blue,26,5,2,4,1934.0,985,949.0,0.72,4019,78,0.857,0.509,5.0,4019.0,78.0,803.8,15.6,51.525642,0.50930715,0.07692308,0.1923077,1.25,0.25,19.5,2.5,0.5,39.0,2.0780766,1.4615384,3.0,154.57692,5004,6,2,0
5099,43,M,5,Uneducated,Married,$120K +,Blue,31,4,3,4,34516.0,830,33686.0,0.54,3789,57,0.541,0.024,0.8,757.8,11.4,947.25,14.25,66.47369,0.02404682,0.09677419,0.12903225,1.0,1.25,14.25,1.3333334,1.6666666,19.0,0.10977518,1.3870968,1.8387097,122.22581,4619,7,4,0
5100,42,F,4,Uneducated,Single,Less than $40K,Blue,36,6,2,1,1734.0,0,1734.0,0.593,4092,76,1.054,0.0,1.5,1023.0,19.0,682.0,12.666667,53.842106,0.0,0.055555556,0.16666667,6.0,4.0,76.0,3.0,2.0,38.0,2.3598616,1.1666666,2.1111112,113.666664,4092,3,0,0
5101,42,F,4,Uneducated,Single,Less than $40K,Blue,32,3,3,4,1438.3,838,600.3,0.61,3910,75,0.63,0.583,0.75,977.5,18.75,1303.3334,25.0,52.133335,0.5826323,0.09375,0.09375,0.75,1.0,18.75,1.0,1.3333334,25.0,2.718487,1.3125,2.34375,122.1875,4748,7,0,0
